input_seq,output_seq,text,metrics
"[1.274, 1.272, 1.287, 1.287, 1.284, 1.282, 1.28, 1.273, 1.27, 1.261, 1.253, 1.246, 1.25, 1.246]","[1.248, 1.244, 1.245]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced decline. This sustained drop has been primarily driven by lower crude oil benchmark costs, which have eased significantly. Concurrently, robust refinery operations and healthy inventory levels have contributed to ample supply. Consumer demand has remained stable, failing to exert upward pressure, while the absence of major weather-related disruptions has allowed for consistent distribution. The overall market has demonstrated low volatility, with the downward trend proceeding in a relatively smooth manner, reflecting these balanced fundamental conditions.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.2974579656847554}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'mixed', 'vol_z': np.float64(0.4669508487733312), 'r2': np.float64(0.6994884944815324), 'diff_z': np.float64(0.2977684958049764)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.09775228397638365}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.1759541111572162}}"
"[1.287, 1.287, 1.284, 1.282, 1.28, 1.273, 1.27, 1.261, 1.253, 1.246, 1.25, 1.246, 1.248, 1.244]","[1.245, 1.24, 1.238]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced decline. This downward trend has been primarily driven by lower crude oil benchmark costs and improved refinery operational output, which has bolstered fuel supplies. Concurrently, inventory levels have remained robust, further alleviating price pressures. Consumer demand has shown typical seasonal patterns, while a lack of significant weather-related disruptions has allowed for consistent distribution and market stability. The overall price movement has been characterized by a smooth and steady descent with minimal volatility.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.0325410616697086}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': np.float64(0.16294323120908336), 'r2': np.float64(0.9373489128303322), 'diff_z': np.float64(0.16785969126579553)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.19837963513229095}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.27773148918481366}}"
"[1.284, 1.282, 1.28, 1.273, 1.27, 1.261, 1.253, 1.246, 1.25, 1.246, 1.248, 1.244, 1.245, 1.24]","[1.238, 1.238, 1.247]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced and sustained decline. This downward trajectory has been primarily driven by lower crude oil benchmark costs, as global supply has remained robust. Concurrently, refinery operations have run smoothly, with high utilization rates contributing to ample gasoline inventories. Consumer demand has been stable, though typical seasonal patterns have exerted some influence. The overall market has been characterized by low volatility, resulting in a smooth and consistent price correction without significant short-term disruptions.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -3.060880300424486}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': np.float64(0.31485829918939645), 'r2': np.float64(0.9008642514488832), 'diff_z': np.float64(0.2917998971476529)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.1308068504455136}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.5886308270038701}}"
"[1.28, 1.273, 1.27, 1.261, 1.253, 1.246, 1.25, 1.246, 1.248, 1.244, 1.245, 1.24, 1.238, 1.238]","[1.247, 1.255, 1.258]","Over the past fourteen weeks, gasoline retail prices have experienced a pronounced decline. This sustained drop has been primarily driven by lower crude oil benchmark costs and improved refinery output, which has bolstered supply. Concurrently, inventory levels have remained ample, and typical seasonal demand has been muted. The market has exhibited a smooth trajectory with low volatility throughout this period. More recently, however, a moderate upward shift has been observed, influenced by tightening regional supplies and adjustments to refinery operations.","{'past': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.9771654469343414}, 'fluctuation': {'volatility_level': 'low', 'smoothness': 'smooth', 'vol_z': np.float64(0.3843683504716607), 'r2': np.float64(0.8522609711953034), 'diff_z': np.float64(0.33102134535918454)}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.1270488663419753}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.8452866497552094}}"
"[1.27, 1.261, 1.253, 1.246, 1.25, 1.246, 1.248, 1.244, 1.245, 1.24, 1.238, 1.238, 1.247, 1.255]","[1.258, 1.251, 1.242]","Over the past fourteen weeks, gasoline retail prices have followed a moderate downward trajectory. This decline has been primarily driven by lower crude oil benchmark costs and improved refinery output, which has bolstered fuel supplies. Concurrently, consumer demand has remained subdued, and inventory levels have stayed ample, contributing to the downward pressure on pump prices. The market has experienced a period of choppy, medium-volatility trading, with prices fluctuating within a band. Recent conditions have stabilized, showing a mild and steady near-term shift as these fundamental supply and demand drivers have continued to exert their influence.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.9952026230239412}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.7856383055690408), 'r2': np.float64(0.3827724532814344), 'diff_z': np.float64(0.5668627475541923)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': 0.42889615291135064}, 'future': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.8715468490649987}}"
"[1.253, 1.246, 1.25, 1.246, 1.248, 1.244, 1.245, 1.24, 1.238, 1.238, 1.247, 1.255, 1.258, 1.251]","[1.242, 1.232, 1.226]","Over the past fourteen weeks, gasoline retail prices have exhibited a generally steady trend, punctuated by a medium level of choppy volatility. This price action has been primarily driven by fluctuating crude oil benchmarks and shifting refinery operational rates. Inventory levels have also played a key role, with builds and draws contributing to the market's uneven price path. Consumer demand has remained a consistent factor, while weather-related disruptions have intermittently influenced regional supply chains. More recently, this period of relative stability has given way to a pronounced downward shift in prices at the pump.","{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.3896624834624405}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.9246876123646585), 'r2': np.float64(0.016788077317450356), 'diff_z': np.float64(0.6911660340148745)}, 'near_term': {'direction': 'falling', 'severity': 'pronounced', 'delta_z': -3.4229175017879125}, 'future': {'direction': 'falling', 'severity': 'pronounced', 'slope_z': -2.5671881263371015}}"
"[1.25, 1.246, 1.248, 1.244, 1.245, 1.24, 1.238, 1.238, 1.247, 1.255, 1.258, 1.251, 1.242, 1.232]","[1.226, 1.222, 1.219]","Over the past fourteen weeks, gasoline retail prices have exhibited a generally steady trend, punctuated by a period of medium volatility. The market has been influenced by fluctuating crude oil benchmarks and choppy refinery operations, which have been impacted by seasonal maintenance schedules and variable utilization rates. Concurrently, shifting inventory levels, particularly regional stockpile draws and builds, have contributed to the price movements. Consumer demand has remained within typical seasonal bounds, while weather-related disruptions to both supply logistics and refining activity have intermittently affected the market. More recently, these combined factors have culminated in a pronounced downward shift in pump prices.","{'past': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.31604709868353625}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.9102720780063045), 'r2': np.float64(0.011458370368375603), 'diff_z': np.float64(0.6641139784719999)}, 'near_term': {'direction': 'falling', 'severity': 'pronounced', 'delta_z': -2.608030936291054}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.9442870631384402}}"
"[1.248, 1.244, 1.245, 1.24, 1.238, 1.238, 1.247, 1.255, 1.258, 1.251, 1.242, 1.232, 1.226, 1.222]","[1.219, 1.222, 1.216]","Over the past fourteen weeks, gasoline retail prices have experienced a moderate upward trend. This climb has been characterized by a choppy, medium-volatility trading pattern. Market drivers have included fluctuating global crude benchmarks and varying domestic refinery output levels. Concurrently, seasonal shifts in consumer demand and adjustments to regional inventory levels have contributed to the price movements. More recently, these market conditions have stabilized, leading to a period of steadiness in the retail sector.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.46054404882015}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.8915636156254696), 'r2': np.float64(0.20511431971171523), 'diff_z': np.float64(0.5284425108227683)}, 'near_term': {'direction': 'steady', 'severity': 'mild', 'delta_z': -0.7745309349804311}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': -0.30307732238320206}}"
"[1.245, 1.24, 1.238, 1.238, 1.247, 1.255, 1.258, 1.251, 1.242, 1.232, 1.226, 1.222, 1.219, 1.222]","[1.216, 1.237, 1.272]","Over the past fourteen weeks, gasoline retail prices have followed a moderately declining trend. This downward movement has been characterized by a choppy, medium-volatility pattern, reflecting a dynamic wholesale market. The primary observed drivers have included fluctuating crude oil benchmarks and adjustments in refinery operations. Seasonal maintenance at some facilities has intermittently tightened supply, while inventory levels have generally been sufficient to meet demand. Consumer demand has remained stable, with typical seasonal variations, and no major weather disruptions have significantly impacted the distribution network or refinery output during this period.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.693935364399701}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.6273906497587859), 'r2': np.float64(0.41209168395269213), 'diff_z': np.float64(0.3579989415441954)}, 'near_term': {'direction': 'rising', 'severity': 'moderate', 'delta_z': 1.3939475694909524}, 'future': {'direction': 'rising', 'severity': 'pronounced', 'slope_z': 3.7771482528084603}}"
"[1.238, 1.238, 1.247, 1.255, 1.258, 1.251, 1.242, 1.232, 1.226, 1.222, 1.219, 1.222, 1.216, 1.237]","[1.272, 1.274, 1.288]","Over the past fourteen weeks, gasoline retail prices have followed a moderately declining trend. This downward movement has been characterized by choppy, medium-volatility trading, reflecting a complex interplay of market fundamentals. The decline has been influenced by periods of ample refinery output and comfortable inventory levels, which have helped to offset steady underlying demand. More recently, however, this trend has reversed into a pronounced upward shift. This recent firming has been attributed to tighter supply conditions, driven by unplanned refinery maintenance and stronger-than-[redacted] consumption. Concurrently, global crude benchmarks have shown increased support, further contributing to the upward pressure on pump prices.","{'past': {'direction': 'falling', 'severity': 'moderate', 'slope_z': -1.5370680849413478}, 'fluctuation': {'volatility_level': 'medium', 'smoothness': 'choppy', 'vol_z': np.float64(0.5280236329391337), 'r2': np.float64(0.4489723191204169), 'diff_z': np.float64(0.3694134005549416)}, 'near_term': {'direction': 'rising', 'severity': 'pronounced', 'delta_z': 2.8598408200264793}, 'future': {'direction': 'steady', 'severity': 'mild', 'slope_z': 0.863348172082165}}"
